Customer ID,Year,Frequency,Monetary_Value,Province,Best_Selling_Product,Market_Group,FirstPurchaseRevenue,CAC,ProfitCLV
13097,2011,9,5698.32,United Kingdom,GUMBALL COAT RACK,Home & Kitchen,771.29,154.258,1209.8661
13098,2011,28,28882.44,United Kingdom,HANGING JAM JAR T-LIGHT HOLDER,Home & Kitchen,648.8,129.76,2092.6561
13101,2011,1,101.19,United Kingdom,RIDGED GLASS FINGER BOWL,Seasonal & Gifts,101.19,20.238,197.7774
13102,2010,15,5629.93,United Kingdom,SPACEBOY LUNCH BOX ,Home & Kitchen,316.82,63.364000000000004,854.9507
13102,2011,22,5750.17,United Kingdom,POPCORN HOLDER,Home & Kitchen,301.28,60.256,502.87260000000003
13103,2011,1,243.94,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,243.94,48.788000000000004,476.7844
13104,2010,4,712.38,United Kingdom,TRADITIONAL MODELLING CLAY,Seasonal & Gifts,101.76,20.352000000000004,415.3921
13104,2011,5,996.72,United Kingdom,BLACK RECORD COVER FRAME,Home & Kitchen,111.96,22.392,407.0976
13106,2011,1,76.5,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,Seasonal & Gifts,76.5,15.3,149.5204
13107,2011,4,1531.62,United Kingdom,CLOTHES PEGS RETROSPOT PACK 24 ,Home & Kitchen,566.84,113.36800000000001,711.6066
13108,2010,2,748.46,United Kingdom,MINI PAINT SET VINTAGE ,Decorations & Craft,350.06,70.012,845.6144999999999
13109,2011,2,786.54,United Kingdom,RED RETROSPOT WRAP ,Seasonal & Gifts,369.85,73.97000000000001,773.3361
13110,2011,7,1488.67,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,271.55,54.31,403.8845
13113,2010,14,6357.08,United Kingdom,REGENCY CAKESTAND 3 TIER,Seasonal & Gifts,372.96999999999997,74.594,1036.3939
13113,2011,23,11872.99,United Kingdom,PICNIC BASKET WICKER LARGE,Home & Kitchen,676.5999999999999,135.32,976.8773000000001
13115,2011,4,2294.78,United Kingdom,WRAP SUKI AND FRIENDS,Seasonal & Gifts,878.55,175.71,1060.3245
13117,2010,12,1658.9,United Kingdom,CACTI T-LIGHT CANDLES,Home & Kitchen,202.12,40.42400000000001,297.8112
13117,2011,6,596.76,United Kingdom,ANGEL DECORATION STARS ON DRESS,Seasonal & Gifts,111.78,22.356,191.9321
13118,2011,5,1197.81,United Kingdom,AIRLINE BAG VINTAGE TOKYO 78,Stationery & Office,190.93,38.186,477.95390000000003
13122,2011,2,922.39,United Kingdom,LOVE HEART TRINKET POT,Seasonal & Gifts,903.67,180.734,812.9176
13124,2010,2,2141.65,United Kingdom,LOVEBIRD HANGING DECORATION WHITE ,Seasonal & Gifts,1256.32,251.264,2368.7176
13124,2011,2,2500.01,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,1317.8,263.56,2429.5946
13126,2010,7,1898.61,United Kingdom,TEATIME GEL PENS ASST,Stationery & Office,203.64000000000001,40.72800000000001,622.8888999999999
13126,2011,6,1876.2,United Kingdom,FENG SHUI PILLAR CANDLE,Home & Kitchen,323.87,64.774,608.9429
13131,2011,3,1073.3,United Kingdom,SOLDIERS EGG CUP ,Seasonal & Gifts,324.9,64.98,705.8337
13133,2011,2,109.8,United Kingdom,HANGING HEART JAR T-LIGHT HOLDER,Seasonal & Gifts,52.35,10.47,107.8129
13134,2011,4,1793.58,United Kingdom,BLUE PAISLEY TISSUE BOX,Home & Kitchen,500.2,100.04,866.0338
13135,2011,1,3096.0,United Kingdom,SMALL POPCORN HOLDER,Home & Kitchen,3096.0,619.2,6051.1786
13136,2011,5,2607.61,United Kingdom,SET OF 12 MINI LOAF BAKING CASES,Seasonal & Gifts,574.46,114.89200000000001,1008.7349999999999
13137,2011,8,3603.29,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,217.93,43.586000000000006,926.8317
13138,2010,2,504.85,United Kingdom,ASSORTED BOTTLE TOP  MAGNETS ,Home & Kitchen,193.23,38.646,578.9608000000001
13138,2011,5,769.16,United Kingdom,PINK BLUE FELT CRAFT TRINKET BOX,Home & Kitchen,193.62,38.724000000000004,292.7094
13139,2011,7,5064.94,United Kingdom,JUMBO BAG RED RETROSPOT,Garden & Outdoor,409.5,81.9,1477.0272
13140,2010,3,790.71,United Kingdom,DOVE DECORATION PAINTED ZINC ,Seasonal & Gifts,159.51,31.902,612.9733
13140,2011,2,264.21,United Kingdom,HANGING METAL RABBIT DECORATION,Seasonal & Gifts,150.15,30.03,254.59220000000002
13141,2011,5,2388.75,United Kingdom,ANGEL DECORATION 3 BUTTONS ,Seasonal & Gifts,215.51999999999998,43.104,986.2156
13144,2011,1,110.95,United Kingdom,GREEN REGENCY TEACUP AND SAUCER,Home & Kitchen,110.95,22.19,216.8534
13145,2010,4,805.0,United Kingdom,CHILLI LIGHTS,Home & Kitchen,295.0,59.0,433.3973
13145,2011,3,323.52000000000004,United Kingdom,SKULLS GREETING CARD,Home & Kitchen,118.80000000000001,23.760000000000005,208.5829
13147,2011,4,712.8000000000001,United Kingdom,CHILLI LIGHTS,Home & Kitchen,118.80000000000001,23.760000000000005,360.1746
13148,2010,14,4783.06,United Kingdom,FOLKART CLIP ON STARS,Stationery & Office,309.40000000000003,61.88000000000001,774.0261
13148,2011,11,3373.86,United Kingdom,DINOSAUR KEYRINGS ASSORTED,Seasonal & Gifts,411.75,82.35000000000001,578.471
13149,2011,4,1676.06,United Kingdom,FENG SHUI PILLAR CANDLE,Home & Kitchen,376.74,75.348,827.4261
13151,2011,1,1257.87,United Kingdom,PENS ASSORTED SPACEBALL,Stationery & Office,1257.8700000000001,251.57400000000004,2458.5258
13155,2010,3,778.42,United Kingdom,VICTORIAN SEWING KIT,Decorations & Craft,379.7,75.94,558.9119000000001
13155,2011,3,592.06,United Kingdom,WRAP MAGIC FOREST ,Seasonal & Gifts,189.5,37.9,387.3007
13157,2011,4,1741.22,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,197.82,39.564,898.3072000000001
13158,2011,4,1201.06,United Kingdom,DINOSAUR KEYRINGS ASSORTED,Seasonal & Gifts,256.40999999999997,51.282,595.6435
13159,2011,4,1429.35,United Kingdom,BROCADE RING PURSE ,Seasonal & Gifts,457.31,91.462,678.427
13161,2011,1,112.75,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,112.75,22.55,220.3716
13162,2011,4,1688.29,United Kingdom,CREAM FELT EASTER EGG BASKET,Seasonal & Gifts,753.26,150.65200000000002,758.7095999999999
13165,2010,2,784.32,United Kingdom,BLUE PARTY BAGS ,Seasonal & Gifts,354.64,70.928,888.5677000000001
13165,2011,1,666.84,United Kingdom,STAR DECORATION PAINTED ZINC ,Seasonal & Gifts,666.84,133.36800000000002,1303.3488
13166,2011,1,417.2,United Kingdom,MOROCCAN TEA GLASS,Seasonal & Gifts,417.2,83.44,815.4237
13167,2011,4,779.33,United Kingdom,BROCADE RING PURSE ,Seasonal & Gifts,242.91,48.582,371.18760000000003
13168,2011,4,1299.59,United Kingdom,RED RETROSPOT WRAP ,Seasonal & Gifts,632.18,126.43599999999999,573.5605999999999
13169,2011,2,712.88,United Kingdom,CHRISTMAS METAL POSTCARD WITH BELLS,Seasonal & Gifts,505.2,101.04,666.9153
13171,2011,3,468.41,United Kingdom,WOODEN HEART CHRISTMAS SCANDINAVIAN,Seasonal & Gifts,140.35,28.07,308.32890000000003
13173,2010,9,1899.41,United Kingdom,CACTI T-LIGHT CANDLES,Home & Kitchen,165.94,33.188,483.1761
13173,2011,1,187.71,United Kingdom,ENGLISH ROSE NOTEBOOK A7 SIZE,Stationery & Office,187.71,37.542,366.88199999999995
13174,2010,8,5972.31,United Kingdom,ANGEL DECORATION STARS ON DRESS,Seasonal & Gifts,1415.97,283.194,1543.3583
13174,2011,2,1369.76,United Kingdom,MUSICAL ZINC HEART DECORATION ,Seasonal & Gifts,692.3000000000001,138.46,1337.1243
13177,2011,1,282.45,United Kingdom,CHRISTMAS CRAFT WHITE FAIRY ,Seasonal & Gifts,282.45,56.49,552.0528
13178,2010,10,8424.93,United Kingdom,LUNCH BAG SUKI  DESIGN ,Garden & Outdoor,710.0,142.0,1919.3229999999999
13178,2011,10,5015.47,United Kingdom,LUNCH BAG CARS BLUE,Toys & Games,414.0,82.80000000000001,997.7906
13183,2011,9,3957.78,United Kingdom,COOK WITH WINE METAL SIGN ,Garden & Outdoor,625.04,125.008,822.4471
13184,2011,10,1667.95,United Kingdom,PAPER POCKET TRAVELING FAN ,Stationery & Office,212.52,42.504000000000005,316.8583
13186,2011,3,1575.89,United Kingdom,POPART WOODEN PENCILS ASST,Stationery & Office,988.34,197.668,934.0916000000001
13187,2011,1,236.02,United Kingdom,4 LAVENDER BOTANICAL DINNER CANDLES,Home & Kitchen,236.02,47.20400000000001,461.3046
13189,2011,2,260.68,United Kingdom,POPART WOODEN PENCILS ASST,Stationery & Office,127.0,25.400000000000002,255.4195
13192,2011,2,911.94,United Kingdom,WRAP ALPHABET DESIGN,Seasonal & Gifts,464.32,92.864,889.5301999999999
13194,2011,1,60.7,United Kingdom,SET/4 SPRING FLOWER DECORATION,Seasonal & Gifts,60.7,12.14,118.6391
13196,2011,4,1797.78,United Kingdom,"FANCY FONT BIRTHDAY CARD, ",Seasonal & Gifts,512.13,102.426,865.91
13198,2010,3,1957.54,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,384.55,76.91000000000001,1519.5907
13198,2011,5,3016.69,United Kingdom,SLEEPING CAT ERASERS,Stationery & Office,800.19,160.038,1139.8627999999999
13199,2010,30,6720.65,United Kingdom,MULTI COLOUR SILVER T-LIGHT HOLDER,Home & Kitchen,468.68,93.736,454.3767
13199,2011,35,9090.32,United Kingdom,MULTI COLOUR SILVER T-LIGHT HOLDER,Home & Kitchen,199.44,39.888000000000005,519.6899999999999
13200,2011,4,870.09,United Kingdom,ANTIQUE SILVER T-LIGHT GLASS,Home & Kitchen,319.32,63.864000000000004,404.79150000000004
13203,2011,4,869.46,United Kingdom,GLITTER CHRISTMAS STAR ,Seasonal & Gifts,165.71,33.142,435.1742
13207,2011,2,250.26,United Kingdom,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,197.52000000000004,39.50400000000001,230.09049999999996
13208,2011,5,1193.17,United Kingdom,LARGE CIRCULAR MIRROR MOBILE,Home & Kitchen,168.45,33.69,480.4505
13209,2010,6,2936.75,United Kingdom,PACK OF 12 COLOURED PENCILS,Stationery & Office,318.85,63.77000000000001,1133.7849
13209,2011,7,5572.76,United Kingdom,PACK OF 12 VINTAGE CHRISTMAS TISSUE,Seasonal & Gifts,111.35,22.27,1692.958
13211,2010,7,1398.21,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,Seasonal & Gifts,110.7,22.14,466.5733
13211,2011,2,984.72,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,Seasonal & Gifts,775.94,155.18800000000002,905.609
13212,2011,3,786.83,United Kingdom,DRAWER KNOB CERAMIC IVORY,Seasonal & Gifts,216.22,43.244,521.8351
13213,2011,5,1520.58,United Kingdom,CHRISTMAS TREE PAINTED ZINC ,Seasonal & Gifts,320.48,64.096,591.1265
13217,2011,3,533.98,United Kingdom,PACK OF SIX LED TEA LIGHTS,Home & Kitchen,85.0,17.0,366.4892
13220,2011,4,819.2900000000001,United Kingdom,FANCY FONTS BIRTHDAY WRAP,Seasonal & Gifts,83.4,16.680000000000003,424.6132
13221,2010,1,498.16,United Kingdom,BOTANICAL LILY GREETING CARD,Home & Kitchen,498.16,99.632,1119.2133
13221,2011,1,346.7,United Kingdom,GLASS CHALICE BLUE SMALL ,Seasonal & Gifts,349.25,69.85000000000001,677.1204
13223,2011,2,163.20000000000002,United Kingdom,CAMOUFLAGE DESIGN TEDDY,Garden & Outdoor,100.80000000000001,20.160000000000004,155.6484
13224,2011,2,2152.95,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,1212.26,242.452,2076.8296
13225,2010,9,9577.65,United Kingdom,JUMBO BAG PINK WITH WHITE SPOTS,Stationery & Office,1206.72,241.34400000000002,2362.3874
13225,2011,6,5257.12,United Kingdom,JUMBO BAG PINK POLKADOT,Stationery & Office,1263.72,252.74400000000003,1635.0133999999998
13226,2011,1,108.21,United Kingdom,PACK OF 12 HEARTS DESIGN TISSUES ,Seasonal & Gifts,108.21000000000001,21.642000000000003,211.4981
13230,2010,17,3447.33,United Kingdom,SMALL PINK MAGIC CHRISTMAS TREE,Seasonal & Gifts,93.45,18.69,477.4607
13230,2011,13,2662.18,United Kingdom,CARD BILLBOARD FONT,Stationery & Office,155.64,31.128,410.0803
13232,2011,7,1327.75,United Kingdom,LIPSTICK PEN RED,Stationery & Office,117.43,23.486000000000004,385.1794
13233,2011,2,605.12,United Kingdom,ASSTD DESIGN 3D PAPER STICKERS,Stationery & Office,304.24,60.848000000000006,591.0221
13236,2011,2,744.85,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,439.23,87.846,714.5493
13238,2010,3,397.05,United Kingdom,JUMBO  BAG BAROQUE BLACK WHITE,Seasonal & Gifts,91.15,18.23,305.59
13238,2011,3,609.58,United Kingdom,JUMBO BAG 50'S CHRISTMAS ,Seasonal & Gifts,227.70000000000002,45.540000000000006,392.243
13239,2011,1,329.56,United Kingdom,BLUE POLKADOT COFFEE MUG,Home & Kitchen,329.56,65.912,644.13
13240,2010,5,1030.76,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,224.07,44.814,459.577
13240,2011,3,424.63,United Kingdom,MINI CAKE STAND T-LIGHT HOLDER,Home & Kitchen,218.34,43.668000000000006,261.2892
13242,2011,3,270.40000000000003,United Kingdom,JUMBO BAG APPLES,Seasonal & Gifts,41.6,8.32,185.8736
13243,2011,1,585.12,United Kingdom,BLUE POLKADOT BOWL,Seasonal & Gifts,600.07,120.01400000000001,1140.6358
13245,2011,1,430.5,United Kingdom,ANTIQUE SILVER TEA GLASS ENGRAVED,Seasonal & Gifts,430.5,86.10000000000001,841.4187
13246,2011,6,1961.52,United Kingdom,HEART OF WICKER SMALL,Seasonal & Gifts,336.07,67.214,637.1401000000001
13247,2011,4,501.12,United Kingdom,60 CAKE CASES VINTAGE CHRISTMAS,Seasonal & Gifts,305.07,61.014,208.90359999999998
13248,2011,2,465.68,United Kingdom,SCOTTIE DOGS BABY BIB,Seasonal & Gifts,387.46999999999997,77.494,424.16330000000005
13249,2011,3,711.41,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,291.84000000000003,58.36800000000001,452.5466
13253,2011,2,1030.4,United Kingdom,36 DOILIES VINTAGE CHRISTMAS,Seasonal & Gifts,476.48,95.296,1014.7102
13255,2010,2,504.95,United Kingdom,GROW YOUR OWN PLANT IN A CAN ,Garden & Outdoor,225.7,45.14,572.5892
13255,2011,1,173.81,United Kingdom,12 PENCIL SMALL TUBE WOODLAND,Stationery & Office,173.81,34.762,339.7143
13258,2011,3,672.83,United Kingdom,SMALL WHITE HEART OF WICKER,Seasonal & Gifts,224.62,44.92400000000001,438.2835
13259,2011,1,283.18,United Kingdom,BLACK TEA TOWEL CLASSIC DESIGN,Home & Kitchen,292.32,58.464,551.6515999999999
13261,2011,2,944.1,United Kingdom,HOMEMADE JAM SCENTED CANDLES,Home & Kitchen,845.1,169.02,848.0188
13262,2011,1,200.29,United Kingdom,PACK OF 12 PINK POLKADOT TISSUES,Stationery & Office,200.29,40.058,391.4698
13263,2011,34,7411.71,United Kingdom,WOODEN HEART CHRISTMAS SCANDINAVIAN,Seasonal & Gifts,141.66,28.332,441.334
13265,2011,5,2092.66,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,307.44,61.488,840.2455
13266,2011,12,3834.26,United Kingdom,JAZZ HEARTS PURSE NOTEBOOK,Seasonal & Gifts,302.21999999999997,60.443999999999996,627.9703000000001
13267,2010,17,4907.68,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,328.45,65.69,640.6391000000001
13267,2011,17,3899.19,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,311.67,62.334,431.8344
13268,2011,10,3152.71,United Kingdom,PENS ASSORTED FUNNY FACE,Stationery & Office,653.57,130.71400000000003,548.5420999999999
13269,2010,12,3329.59,United Kingdom,PACK OF 72 RETRO SPOT CAKE CASES,Garden & Outdoor,351.43,70.286,608.588
13269,2011,13,4681.11,United Kingdom,POPCORN HOLDER,Home & Kitchen,704.6,140.92000000000002,634.8894
13272,2011,2,276.56,United Kingdom,DANISH ROSE PHOTO FRAME,Home & Kitchen,140.96,28.192000000000004,269.7343
13276,2011,2,590.9300000000001,United Kingdom,PINK BLUE FELT CRAFT TRINKET BOX,Home & Kitchen,137.38,27.476,609.1078
13277,2011,4,258.4,United Kingdom,LUNCH BAG WOODLAND,Seasonal & Gifts,75.9,15.180000000000001,124.0017
13278,2011,1,542.73,United Kingdom,BROCADE RING PURSE ,Seasonal & Gifts,542.73,108.546,1060.774
13280,2011,3,798.46,United Kingdom,DINOSAUR KEYRINGS ASSORTED,Seasonal & Gifts,307.35,61.470000000000006,511.96129999999994
13282,2011,3,1132.14,United Kingdom,RED RETROSPOT WRAP ,Seasonal & Gifts,344.70000000000005,68.94000000000001,744.1309
13283,2011,2,93.66,United Kingdom,HEART DECORATION RUSTIC HANGING ,Seasonal & Gifts,25.5,5.1000000000000005,95.7959
13285,2011,4,2709.12,United Kingdom,CHARLOTTE BAG APPLES DESIGN,Garden & Outdoor,666.89,133.37800000000001,1325.832
13291,2011,1,361.11,United Kingdom,ASSORTED TUTTI FRUTTI PEN,Stationery & Office,361.11,72.22200000000001,705.7949
13292,2011,2,578.9399999999999,United Kingdom,DECORATIVE WICKER HEART SMALL,Seasonal & Gifts,249.57,49.914,573.7535
13294,2011,2,873.74,United Kingdom,FANCY FONTS BIRTHDAY WRAP,Seasonal & Gifts,483.65,96.73,844.513
13295,2010,4,1101.97,United Kingdom,CACTI T-LIGHT CANDLES,Home & Kitchen,201.20000000000002,40.24000000000001,633.806
13296,2011,1,87.4,United Kingdom,RED RETROSPOT WRAP ,Seasonal & Gifts,87.4,17.48,170.8246
13297,2011,4,2089.85,United Kingdom,HANGING  BUTTERFLY T-LIGHT HOLDER,Home & Kitchen,1315.3799999999999,263.07599999999996,862.5772999999999
13299,2011,1,142.5,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,Seasonal & Gifts,142.5,28.5,278.5184
13300,2011,1,371.89,United Kingdom,"ASSORTED FLOWER COLOUR ""LEIS""",Garden & Outdoor,371.89,74.378,726.8646
13301,2011,4,600.19,United Kingdom,GLITTER HEART DECORATION,Seasonal & Gifts,173.91,34.782000000000004,288.49760000000003
13302,2011,1,63.75,United Kingdom,SET OF 16 VINTAGE PISTACHIO CUTLERY,Stationery & Office,63.75,12.75,124.6003
13304,2010,4,1217.99,United Kingdom,PACK OF 12 HEARTS DESIGN TISSUES ,Seasonal & Gifts,300.42,60.084,684.9283
13305,2010,7,1751.75,United Kingdom,75 GREEN FAIRY CAKE CASES,Seasonal & Gifts,136.2,27.24,585.0453
13305,2011,9,1864.66,United Kingdom,FUNKY DIVA PEN,Stationery & Office,152.7,30.54,415.84189999999995
13307,2011,1,15.0,United Kingdom,SET 6 SCHOOL MILK BOTTLES IN CRATE,Home & Kitchen,15.0,3.0,29.317700000000002
13308,2011,3,1385.51,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,814.95,162.99,832.0441
13309,2011,5,1456.79,United Kingdom,SKULLS AND CROSSBONES WRAP,Seasonal & Gifts,390.71,78.142,549.5932
13310,2011,3,1132.03,United Kingdom,SPACEBOY GIFT WRAP,Seasonal & Gifts,410.18,82.036,730.9558
13311,2011,2,598.57,United Kingdom,ICE CREAM SUNDAE LIP GLOSS,Seasonal & Gifts,490.11,98.022,546.7919999999999
13313,2011,5,1555.32,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,307.3,61.46000000000001,608.7321
13314,2011,3,775.94,United Kingdom,BLUE POLKADOT WRAP,Seasonal & Gifts,499.62,99.924,457.3342
13316,2011,4,5732.93,United Kingdom,GIRLS ALPHABET IRON ON PATCHES ,Seasonal & Gifts,1622.48,324.49600000000004,2763.4249999999997
13317,2010,14,4033.64,United Kingdom,ANTIQUE LILY FAIRY LIGHTS,Home & Kitchen,205.8,41.160000000000004,663.7745
13317,2011,4,2035.63,United Kingdom,FUNKY DIVA PEN,Stationery & Office,444.63,88.926,1007.5229
13318,2011,3,640.76,United Kingdom,RABBIT NIGHT LIGHT,Home & Kitchen,302.96,60.592,399.5838
13319,2010,33,10767.98,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,670.48,134.096,664.2663
13319,2011,22,9294.47,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,510.89,102.178,808.0527
13320,2011,4,1532.2,United Kingdom,CHARLOTTE BAG APPLES DESIGN,Garden & Outdoor,319.81,63.962,761.325
13321,2011,2,567.36,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,259.04,51.80800000000001,559.3848
13323,2011,5,787.85,United Kingdom,SCOTTIE DOG HOT WATER BOTTLE,Home & Kitchen,120.30000000000001,24.060000000000002,315.4269
13324,2010,9,4041.62,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,650.1,130.02,968.7144000000001
13324,2011,9,6471.849999999999,United Kingdom,PACK OF 60 PINK PAISLEY CAKE CASES,Stationery & Office,460.5,92.10000000000001,1457.1997000000001
13327,2010,12,5255.9400000000005,United Kingdom,JUMBO STORAGE BAG SUKI,Home & Kitchen,685.0,137.0,934.6398999999999
13327,2011,6,2882.77,United Kingdom,JUMBO BAG RED RETROSPOT,Garden & Outdoor,202.9,40.580000000000005,994.582
13329,2010,6,3989.32,United Kingdom,PACK OF 72 RETRO SPOT CAKE CASES,Garden & Outdoor,304.2,60.84,1565.9346
13329,2011,1,484.8,United Kingdom,PICTURE DOMINOES,Home & Kitchen,484.79999999999995,96.96,947.5489
13330,2011,3,1140.93,United Kingdom,PENS ASSORTED FUNNY FACE,Stationery & Office,335.82,67.164,752.2196
13334,2011,3,3502.32,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,1660.44,332.088,2183.1791
13338,2011,1,437.02,United Kingdom,PACK OF 72 RETROSPOT CAKE CASES,Garden & Outdoor,487.02,97.404,844.1622
13340,2011,7,10736.48,United Kingdom,NATURAL HANGING QUILTED HEARTS ,Seasonal & Gifts,3678.03,735.6060000000001,2568.9523
13344,2011,3,2511.69,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,1656.15,331.23,1472.5946
13350,2011,2,879.12,United Kingdom,FRENCH ENAMEL CANDLEHOLDER,Home & Kitchen,646.57,129.31400000000002,817.7246
13357,2011,1,609.4,United Kingdom,FUNKY DIVA PEN,Stationery & Office,609.95,121.99000000000001,1190.9714999999999
13359,2011,1,389.56,United Kingdom,6 GIFT TAGS 50'S CHRISTMAS ,Seasonal & Gifts,439.56,87.912,751.4009
13362,2011,4,3090.74,United Kingdom,POLKADOT PEN,Stationery & Office,812.7,162.54000000000002,1502.2215
13363,2011,2,892.5,United Kingdom,CHRISTMAS HANGING STAR WITH BELL,Seasonal & Gifts,603.82,120.76400000000001,840.6883
13365,2011,2,2225.37,United Kingdom,BIRTHDAY BANQUET GIFT WRAP,Seasonal & Gifts,700.6,140.12,2257.1766000000002
13368,2011,2,573.4,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,35.400000000000006,7.080000000000002,610.6194999999999
13373,2011,3,3312.25,United Kingdom,WOODEN HEART CHRISTMAS SCANDINAVIAN,Seasonal & Gifts,987.7,197.54000000000002,2181.2241
13375,2011,1,778.65,United Kingdom,PACK OF 12 50'S CHRISTMAS TISSUES,Seasonal & Gifts,778.65,155.73000000000002,1521.8831
13376,2011,3,869.76,United Kingdom,LUNCH BAG APPLE DESIGN,Garden & Outdoor,376.0,75.2,549.4369999999999
13379,2011,3,572.56,United Kingdom,STAR DECORATION PAINTED ZINC ,Seasonal & Gifts,136.29,27.258,383.9383
13381,2011,6,3639.31,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,416.11,83.22200000000001,1223.6028000000001
13382,2011,1,222.99,United Kingdom,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,Seasonal & Gifts,222.99,44.598000000000006,435.83729999999997
13384,2011,7,4151.93,United Kingdom,SET OF 3 HANGING OWLS OLLIE BEAK,Seasonal & Gifts,1172.6,234.51999999999998,1043.3938
13388,2011,2,677.1,United Kingdom,METAL DECORATION NAUGHTY CHILDREN ,Seasonal & Gifts,621.3,124.25999999999999,605.1511
13389,2011,3,797.96,United Kingdom,BLUE VICTORIAN FABRIC OVAL BOX,Home & Kitchen,257.89,51.578,521.4943000000001
13394,2011,8,2520.02,United Kingdom,HANGING WOOD AND FELT FLOWER,Decorations & Craft,313.76,62.752,615.9256
13395,2011,1,307.72,United Kingdom,PIECE OF CAMO STATIONERY SET,Seasonal & Gifts,307.72,61.54400000000001,601.4434
13396,2011,2,1360.99,United Kingdom,CARD CHRISTMAS VILLAGE,Seasonal & Gifts,387.27000000000004,77.45400000000001,1388.6827
13397,2011,5,1544.13,United Kingdom,BLACK RECORD COVER FRAME,Home & Kitchen,299.92,59.98400000000001,605.3863
13398,2011,1,457.34,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,457.34,91.468,893.8779000000001
13402,2010,3,913.9,United Kingdom,PACK OF 12 BLUE PAISLEY TISSUES ,Seasonal & Gifts,308.28000000000003,61.656000000000006,683.6886
13402,2011,1,312.95,United Kingdom,60 CAKE CASES VINTAGE CHRISTMAS,Seasonal & Gifts,312.95,62.59,611.6655
13403,2011,1,75.0,United Kingdom,ANTIQUE SILVER T-LIGHT GLASS,Home & Kitchen,75.0,15.0,146.5886
13404,2011,2,252.49,United Kingdom,SET OF 4 NAPKIN CHARMS HEARTS,Seasonal & Gifts,217.81,43.562000000000005,228.4348
13405,2011,2,557.45,United Kingdom,AREA PATROLLED METAL SIGN,Garden & Outdoor,160.05,32.010000000000005,568.5072
13408,2010,43,22591.92,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,1024.68,204.93600000000004,1080.5414
13408,2011,57,25085.84,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,304.2,60.84,887.3675
13410,2011,5,1003.06,United Kingdom,SPACEBOY LUNCH BOX ,Home & Kitchen,250.23999999999998,50.048,382.1736
13414,2011,3,1390.5,United Kingdom,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,390.0,78.0,920.6177
13416,2011,2,712.5,United Kingdom,ENGLISH ROSE HOT WATER BOTTLE,Home & Kitchen,275.0,55.0,712.546
13417,2011,2,640.83,United Kingdom,36 PENCILS TUBE RED RETROSPOT,Stationery & Office,236.0,47.2,643.1388999999999
13418,2010,17,6200.09,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,610.64,122.128,770.2089
13418,2011,13,4547.81,United Kingdom,CARTOON  PENCIL SHARPENERS,Stationery & Office,362.24,72.44800000000001,681.2692000000001
13420,2011,2,159.85,United Kingdom,WRAP ENGLISH ROSE ,Seasonal & Gifts,55.8,11.16,161.0396
