Customer ID,Year,Frequency,Monetary_Value,Province,Best_Selling_Product,Market_Group,CLV
13848,2010,5,1600.0,United Kingdom,SMALL CHINESE STYLE SCISSOR,Stationery & Office,782.9422
13848,2011,2,935.0,United Kingdom,SMALL CHINESE STYLE SCISSOR,Stationery & Office,1007.2358
13849,2010,3,1931.35,United Kingdom,SMALLFOLKART BAUBLE CHRISTMAS DEC,Seasonal & Gifts,1575.141
13849,2011,2,1537.95,United Kingdom,WRAP CHRISTMAS SCREEN PRINT,Seasonal & Gifts,1656.7682
13851,2010,5,1955.0,United Kingdom,HAND WARMER OWL DESIGN,Garden & Outdoor,956.6575
13851,2011,3,2651.46,United Kingdom,HAND WARMER OWL DESIGN,Garden & Outdoor,1904.2035
13854,2010,16,4444.48,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,679.6428
13854,2011,23,7500.08,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,702.5667
13855,2009,2,809.1,United Kingdom,12 PENCILS TALL TUBE SKULLS,Stationery & Office,170.7666
13855,2010,2,501.24,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,613.1906
13856,2010,8,753.53,United Kingdom,MOROCCAN TEA GLASS,Seasonal & Gifts,230.4571
13856,2011,3,388.5,United Kingdom,MOROCCAN TEA GLASS,Seasonal & Gifts,279.0097
13857,2010,6,1000.91,United Kingdom,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Seasonal & Gifts,408.1534
13859,2010,1,314.7,United Kingdom,REGENCY CAKESTAND 3 TIER,Seasonal & Gifts,769.9747
13859,2011,1,201.16,United Kingdom,GINGHAM ROSE WRAP,Seasonal & Gifts,433.4022
13860,2011,5,1245.9,United Kingdom,STAR DECORATION PAINTED ZINC ,Seasonal & Gifts,536.8621
13861,2010,2,273.26,United Kingdom,SKULLS AND CROSSBONES WRAP,Seasonal & Gifts,334.2919
13862,2010,1,346.73,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,848.3424
13862,2011,8,2209.36,United Kingdom,SET OF 4 PANTRY JELLY MOULDS,Seasonal & Gifts,595.0124
13863,2010,3,933.77,United Kingdom,HEART IVORY TRELLIS SMALL,Seasonal & Gifts,761.55
13863,2011,1,305.78,United Kingdom,BUNNY EGG GARLAND,Seasonal & Gifts,658.8076
13865,2011,4,501.56,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,270.1546
13867,2011,3,1005.09,United Kingdom,RED RETROSPOT WRAP ,Seasonal & Gifts,721.8272
13868,2011,2,3192.54,United Kingdom,VINTAGE DOILY JUMBO BAG RED ,Stationery & Office,3439.1877
13869,2010,7,5236.84,United Kingdom,WRAP PINK FAIRY CAKES ,Seasonal & Gifts,1830.4211
13869,2011,3,2760.03,United Kingdom,PARTY CONES CANDY TREE DECORATION,Seasonal & Gifts,1982.1754
13870,2010,7,2941.14,United Kingdom,PARTY BUNTING,Seasonal & Gifts,1028.0102
13870,2011,8,2770.94,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,Seasonal & Gifts,746.254
13871,2009,1,554.0,United Kingdom,EMPIRE GIFT WRAP,Seasonal & Gifts,233.8517
13871,2010,3,928.6,United Kingdom,VICTORIAN GLASS HANGING T-LIGHT,Home & Kitchen,757.3334
13871,2011,13,6403.25,United Kingdom,WRAP ENGLISH ROSE ,Seasonal & Gifts,1061.223
13872,2009,1,252.12,United Kingdom,FAIRY CAKE CANDLES,Home & Kitchen,106.4236
13872,2010,2,667.45,United Kingdom,GRAND CHOCOLATECANDLE,Home & Kitchen,816.5231
13873,2010,5,649.32,United Kingdom,FOLKART BAUBLE CHRISTMAS DECORATION,Seasonal & Gifts,317.7375
13873,2011,3,389.6,United Kingdom,FLOWERS TILE COASTER,Home & Kitchen,279.7998
13874,2010,7,2049.15,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,716.2348
13875,2009,1,164.59,United Kingdom,SKULLS WRAP,Seasonal & Gifts,69.4759
13875,2010,8,2862.99,United Kingdom,JUMBO STORAGE BAG SUKI,Home & Kitchen,875.6076
13875,2011,5,1786.79,United Kingdom,SKULLS AND CROSSBONES WRAP,Seasonal & Gifts,769.9332
13877,2010,2,332.44,United Kingdom,SMALLFOLKART BAUBLE CHRISTMAS DEC,Seasonal & Gifts,406.6896
13877,2011,1,117.24,United Kingdom,HANGING CLEAR MINI BOTTLE,Home & Kitchen,252.5953
13878,2010,3,1145.33,United Kingdom,RAIN PONCHO ,Seasonal & Gifts,934.0909
13878,2011,1,1271.57,United Kingdom,DARK BIRD HOUSE TREE DECORATION,Seasonal & Gifts,2739.6167
13880,2010,5,1171.89,United Kingdom,CHRISTMAS GINGHAM HEART,Seasonal & Gifts,573.4514
13880,2011,12,3121.97,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,560.5277
13881,2010,23,28019.58,United Kingdom,PIG KEYRING WITH LIGHT & SOUND ,Home & Kitchen,2980.6674
13881,2011,20,17159.52,United Kingdom,RED  HARMONICA IN BOX ,Home & Kitchen,1848.5222
13882,2011,5,1191.13,United Kingdom,CHRISTMAS HANGING STAR WITH BELL,Seasonal & Gifts,513.2615
13883,2010,9,3860.89,United Kingdom,PACK OF 72 RETRO SPOT CAKE CASES,Garden & Outdoor,1049.6021
13883,2011,5,2674.48,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,1152.4415
13884,2010,5,1037.43,United Kingdom,VICTORIAN GLASS HANGING T-LIGHT,Home & Kitchen,507.6548
13884,2011,5,787.6,United Kingdom,SILVER HANGING T-LIGHT HOLDER,Home & Kitchen,339.3792
13885,2011,2,506.8,United Kingdom,ICE CREAM SUNDAE LIP GLOSS,Seasonal & Gifts,545.9541
13888,2010,5,1405.92,United Kingdom,CACTI T-LIGHT CANDLES,Home & Kitchen,687.9713
13888,2011,2,595.67,United Kingdom,HEART IVORY TRELLIS SMALL,Seasonal & Gifts,641.69
13889,2010,5,1574.3300000000002,United Kingdom,"DECORATION, HANGING HEART+MIRROR ",Seasonal & Gifts,770.3809
13889,2011,1,416.9,United Kingdom,HAND WARMER BIRD DESIGN,Garden & Outdoor,898.2173
13890,2009,1,213.65,United Kingdom,FELTCRAFT 6 FLOWER FRIENDS,Decorations & Craft,90.1849
13890,2010,4,1020.27,United Kingdom,I CAN ONLY PLEASE ONE PERSON MUG,Home & Kitchen,624.0722
13890,2011,9,1693.46,United Kingdom,10 COLOUR SPACEBOY PEN,Stationery & Office,405.3983
13891,2010,3,859.21,United Kingdom,PACK OF 60 PINK PAISLEY CAKE CASES,Stationery & Office,700.7414
13892,2010,2,634.68,United Kingdom,SILVER GLITTER FLOWER VOTIVE HOLDER,Home & Kitchen,776.434
13892,2011,4,632.97,United Kingdom,SILVER GLITTER FLOWER VOTIVE HOLDER,Home & Kitchen,340.9358
13894,2011,3,564.62,United Kingdom,ANTIQUE SILVER TEA GLASS ENGRAVED,Seasonal & Gifts,405.4942
13895,2009,1,831.0,United Kingdom,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,Stationery & Office,350.7775
13895,2010,1,584.4499999999999,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,1429.9706
13895,2011,4,2593.07,United Kingdom,LIPSTICK PEN RED,Stationery & Office,1396.7021
13897,2010,2,849.56,United Kingdom,PACK OF 12 HEARTS DESIGN TISSUES ,Seasonal & Gifts,1039.3069
13897,2011,1,311.16,United Kingdom,PACK OF 12 VINTAGE CHRISTMAS TISSUE,Seasonal & Gifts,670.3989
13898,2010,1,530.47,United Kingdom,SLEEPING CAT ERASERS,Stationery & Office,1297.898
13898,2011,1,155.93,United Kingdom,CAKES AND BOWS GIFT  TAPE,Seasonal & Gifts,335.9535
13899,2011,2,388.52,United Kingdom,SET OF 72 PINK HEART PAPER DOILIES,Seasonal & Gifts,418.5361
13900,2010,3,869.64,United Kingdom,RETRO COFFEE MUGS ASSORTED,Home & Kitchen,709.2478
13900,2011,3,740.95,United Kingdom,PAPER CHAIN KIT EMPIRE,Stationery & Office,532.1292
13901,2010,10,2809.14,United Kingdom,PINK FEATHER CHRISTMAS DECORATION,Seasonal & Gifts,687.3107
13901,2011,5,2867.2,United Kingdom,FUNKY DIVA PEN,Stationery & Office,1235.4851
13902,2009,1,357.66,Denmark, WHITE CHERRY LIGHTS,Home & Kitchen,150.9736
13902,2010,4,33665.6,Denmark,BLACK AND WHITE PAISLEY FLOWER MUG,Home & Kitchen,20592.3593
13904,2011,2,332.64,United Kingdom,WRAP ALPHABET DESIGN,Seasonal & Gifts,358.3389
13908,2011,4,2319.55,United Kingdom,REGENCY CAKE FORK,Home & Kitchen,1249.3763
13909,2010,2,282.85,United Kingdom,ASSTD DESIGN BUBBLE GUM RING,Garden & Outdoor,346.0238
13911,2010,11,1654.08,United Kingdom,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,367.9116
13911,2011,9,2580.91,United Kingdom,PAPER POCKET TRAVELING FAN ,Stationery & Office,617.8455
13914,2011,2,626.45,United Kingdom,CHRISTMAS CARD SCREEN PRINT ,Seasonal & Gifts,674.848
13916,2010,4,1275.81,United Kingdom,PENS ASSORTED FUNNY FACE,Stationery & Office,780.3793
13917,2011,2,272.04,United Kingdom,HEART DECORATION RUSTIC HANGING ,Seasonal & Gifts,293.0571
13918,2011,2,1212.84,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,1306.541
13919,2010,2,903.87,Denmark,MAGIC DRAWING SLATE BAKE A CAKE ,Toys & Games,1105.7469
13919,2011,2,348.81,Denmark,WRAP RED APPLES ,Seasonal & Gifts,375.7582
13920,2010,4,1774.68,United Kingdom,SMALLFOLKART BAUBLE CHRISTMAS DEC,Seasonal & Gifts,1085.5249
13921,2009,1,102.75,United Kingdom,SILVER HANGING T-LIGHT HOLDER,Home & Kitchen,43.3723
13921,2010,3,627.95,United Kingdom,ANTIQUE SILVER TEA GLASS ETCHED,Seasonal & Gifts,512.134
13922,2010,3,865.2,United Kingdom,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Seasonal & Gifts,705.6267
13924,2011,6,1838.85,United Kingdom,SCENTED VELVET LOUNGE CANDLE ,Home & Kitchen,660.305
13925,2011,4,678.25,United Kingdom,SET OF 12 FAIRY CAKE BAKING CASES,Seasonal & Gifts,365.325
13927,2010,1,359.27,United Kingdom,ANGEL DECORATION 3 BUTTONS ,Seasonal & Gifts,879.0239
13927,2011,1,348.99,United Kingdom,PINK POLKADOT WRAP ,Seasonal & Gifts,751.9042
13928,2011,4,464.57,United Kingdom,VICTORIAN  METAL POSTCARD SPRING,Seasonal & Gifts,250.2308
13929,2010,9,2651.45,United Kingdom,PLACE SETTING WHITE HEART,Seasonal & Gifts,720.8099
13929,2011,2,842.65,United Kingdom,CLASSIC METAL BIRDCAGE PLANT HOLDER,Home & Kitchen,907.7511
13930,2011,2,337.34,United Kingdom,PACK OF 60 DINOSAUR CAKE CASES,Seasonal & Gifts,363.4021
13931,2009,3,1630.06,United Kingdom,12 PENCILS SMALL TUBE SKULL,Stationery & Office,229.3576
13931,2010,6,2389.79,United Kingdom,BOYS ALPHABET IRON ON PATCHES,Seasonal & Gifts,974.5142
13931,2011,2,1237.53,United Kingdom,60 CAKE CASES VINTAGE CHRISTMAS,Seasonal & Gifts,1333.1385
13933,2011,2,608.7900000000001,United Kingdom,HAND WARMER BIRD DESIGN,Garden & Outdoor,655.8236
13935,2010,3,6116.92,United Kingdom,PAINTED METAL PEARS ASSORTED,Decorations & Craft,4988.7447
13936,2010,2,563.08,United Kingdom,WRAP CHRISTMAS VILLAGE,Seasonal & Gifts,688.8424
13936,2011,1,376.58,United Kingdom,PENS ASSORTED FUNKY JEWELED ,Stationery & Office,811.3473
13937,2010,1,721.28,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,1764.7518
13937,2011,1,158.85,United Kingdom,MULTI COLOUR SILVER T-LIGHT HOLDER,Home & Kitchen,342.2447
13939,2010,4,992.41,United Kingdom,ASSTD DESIGN BUBBLE GUM RING,Garden & Outdoor,607.031
13939,2011,3,568.55,United Kingdom,FRENCH STYLE STORAGE JAR BONBONS,Home & Kitchen,408.3166
13940,2011,4,839.14,United Kingdom,DECORATIVE WICKER HEART SMALL,Seasonal & Gifts,451.9849
13941,2009,1,781.1,United Kingdom,PINK HEART SHAPE EGG FRYING PAN,Seasonal & Gifts,329.714
13941,2010,10,5228.24,United Kingdom,CHILLI LIGHTS,Home & Kitchen,1279.1906
13941,2011,4,4017.84,United Kingdom,CACTI T-LIGHT CANDLES,Home & Kitchen,2164.1242
13945,2010,2,854.15,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,Seasonal & Gifts,1044.922
13946,2009,1,280.2,United Kingdom,BOX OF 24 COCKTAIL PARASOLS,Home & Kitchen,118.2766
13946,2010,2,1034.46,United Kingdom,CHINESE DRAGON PAPER LANTERNS,Stationery & Office,1265.5038
13946,2011,3,561.5699999999999,United Kingdom,CHINESE DRAGON PAPER LANTERNS,Stationery & Office,403.3037
13948,2009,1,155.65,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,65.7022
13948,2010,3,393.11,United Kingdom,CAKE PLATE LOVEBIRD WHITE,Seasonal & Gifts,320.6068
13949,2011,6,2427.32,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,871.6162
13950,2011,4,745.06,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,401.3107
13951,2011,3,674.45,United Kingdom,SCANDINAVIAN 3 HEARTS NAPKIN RING,Seasonal & Gifts,484.371
13952,2009,1,1226.79,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,517.8464
13952,2010,11,8345.66,United Kingdom,TEA BAG PLATE RED SPOTTY ,Home & Kitchen,1856.2983
13952,2011,2,3251.07,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,3502.2396
13953,2009,1,500.0,United Kingdom,SOMBRERO ,Seasonal & Gifts,211.0575
13953,2010,5,3125.0,United Kingdom,SOMBRERO ,Seasonal & Gifts,1529.184
13953,2011,6,3015.68,United Kingdom,SOMBRERO ,Seasonal & Gifts,1082.8879
13954,2011,2,439.92,United Kingdom,CHRISTMAS STAR WISH LIST CHALKBOARD,Seasonal & Gifts,473.9071
13955,2010,1,221.11,United Kingdom,ASSORTED CREEPY CRAWLIES,Seasonal & Gifts,540.9886
13955,2011,2,322.96,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,347.9111
13956,2011,5,1019.27,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,439.2065
13957,2010,3,458.25,United Kingdom,HEART FILIGREE DOVE LARGE,Seasonal & Gifts,373.7326
13958,2009,2,811.5500000000001,United Kingdom,FAIRY CAKE CANDLES,Home & Kitchen,171.2837
13958,2010,6,3897.68,United Kingdom,ASSTD DESIGN BUBBLE GUM RING,Garden & Outdoor,1589.4053
13959,2010,4,685.47,United Kingdom,BATHROOM METAL SIGN,Home & Kitchen,419.2839
13959,2011,2,379.3,United Kingdom,FOUR HOOK  WHITE LOVEBIRDS,Seasonal & Gifts,408.6038
13960,2011,2,230.22,United Kingdom,WOODEN STAR CHRISTMAS SCANDINAVIAN,Seasonal & Gifts,248.0062
13962,2010,1,193.25,United Kingdom,FILIGRIS HEART WITH BUTTERFLY,Seasonal & Gifts,472.8237
13962,2011,2,169.55,United Kingdom,PLACE SETTING WHITE HEART,Seasonal & Gifts,182.649
13963,2010,14,2347.33,United Kingdom,SMALLFOLKART BAUBLE CHRISTMAS DEC,Seasonal & Gifts,410.2285
13963,2011,3,513.24,United Kingdom,MINI PAINTED GARDEN DECORATION ,Seasonal & Gifts,368.5944
13964,2010,2,438.9,United Kingdom,3 HEARTS HANGING DECORATION RUSTIC,Seasonal & Gifts,536.9271
13965,2010,3,996.61,United Kingdom,T-LIGHT HOLDER HANGING LACE,Home & Kitchen,812.8
13967,2010,1,85.6,United Kingdom,T-LIGHT GLASS FLUTED ANTIQUE,Home & Kitchen,209.437
13967,2011,1,80.7,United Kingdom,T-LIGHT GLASS FLUTED ANTIQUE,Home & Kitchen,173.8694
13969,2010,18,4266.88,United Kingdom,ASSTD DESIGN BUBBLE GUM RING,Garden & Outdoor,579.9862
13969,2011,17,8706.58,United Kingdom,GARDENERS KNEELING PAD KEEP CALM ,Stationery & Office,1103.4388
13970,2010,2,846.55,United Kingdom,PAINTED METAL PEARS ASSORTED,Decorations & Craft,1035.6246
13971,2010,6,1909.31,United Kingdom,72 SWEETHEART FAIRY CAKE CASES,Seasonal & Gifts,778.583
13971,2011,8,2758.26,United Kingdom,FUNKY DIVA PEN,Stationery & Office,742.8391
13972,2011,2,190.25,United Kingdom,WRAP CHRISTMAS SCREEN PRINT,Seasonal & Gifts,204.9482
13974,2010,1,264.13,United Kingdom,UNION JACK FLAG LUGGAGE TAG,Stationery & Office,646.2454
13974,2011,1,413.59,United Kingdom, 50'S CHRISTMAS GIFT BAG LARGE,Seasonal & Gifts,891.0859
13975,2010,6,2795.16,United Kingdom,BROCADE RING PURSE ,Seasonal & Gifts,1139.8171
13975,2011,6,2461.24,United Kingdom,WRAP 50'S  CHRISTMAS,Seasonal & Gifts,883.7965
13976,2010,3,834.38,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,680.4911
13976,2011,1,357.98,United Kingdom,ETCHED GLASS COASTER,Home & Kitchen,771.2733
13978,2011,2,196.79,United Kingdom,BROCADE RING PURSE ,Seasonal & Gifts,211.9935
13979,2009,1,203.78,United Kingdom,DINOSAUR KEYRINGS ASSORTED,Seasonal & Gifts,86.0186
13979,2010,5,2299.98,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,1125.4697
13979,2011,1,869.87,United Kingdom,BLUE POLKADOT WRAP,Seasonal & Gifts,1874.148
13980,2010,4,568.68,United Kingdom,BEADED PEARL HEART WHITE ON STICK,Seasonal & Gifts,347.8466
13980,2011,1,200.14,United Kingdom,WOODEN HEART CHRISTMAS SCANDINAVIAN,Seasonal & Gifts,431.2046
13982,2010,6,2511.08,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,1023.9742
13982,2011,3,1443.21,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,1036.4726
13983,2009,1,175.95000000000002,United Kingdom,KINGS CHOICE CIGAR BOX MATCHES ,Home & Kitchen,74.2711
13983,2010,9,4303.87,United Kingdom,HANGING JAM JAR T-LIGHT HOLDER,Home & Kitchen,1170.0284
13983,2011,11,2274.07,United Kingdom,HANGING JAM JAR T-LIGHT HOLDER,Home & Kitchen,445.4107
13984,2009,2,259.5,United Kingdom,WHITE TALL PORCELAIN T-LIGHT HOLDER,Home & Kitchen,54.7694
13984,2010,6,868.59,United Kingdom,MINI PAINT SET VINTAGE ,Decorations & Craft,354.1957
13984,2011,4,765.71,United Kingdom,BASKET OF TOADSTOOLS,Home & Kitchen,412.4334
13985,2010,7,2960.73,United Kingdom,ASSTD DESIGN BUBBLE GUM RING,Garden & Outdoor,1034.8573
13985,2011,15,7060.13,United Kingdom,RECYCLING BAG RETROSPOT ,Garden & Outdoor,1014.077
13987,2010,2,682.54,United Kingdom,12 PENCILS SMALL TUBE RED RETROSPOT,Stationery & Office,834.9834
13988,2010,2,609.84,United Kingdom,HANGING METAL HEART LANTERN,Seasonal & Gifts,746.0461
13988,2011,6,4147.96,United Kingdom,DOVE DECORATION PAINTED ZINC ,Seasonal & Gifts,1489.4738
13989,2010,3,759.98,United Kingdom,ASSTD DESIGN BUBBLE GUM RING,Garden & Outdoor,619.813
13989,2011,2,1266.08,United Kingdom,BUBBLEGUM RING ASSORTED,Toys & Games,1363.8942
13991,2011,6,851.88,United Kingdom,CHRISTMAS HANGING STAR WITH BELL,Seasonal & Gifts,305.898
13992,2010,2,142.7,United Kingdom,RETROSPOT CHILDRENS APRON,Home & Kitchen,174.5716
13992,2011,1,76.8,United Kingdom,36 PENCILS TUBE RED RETROSPOT,Stationery & Office,165.4668
13993,2009,1,556.75,United Kingdom,RETRO SPOT  CIGAR BOX MATCHES ,Home & Kitchen,235.0125
13993,2010,9,2752.6,United Kingdom,BLUE STRIPE CERAMIC DRAWER KNOB,Seasonal & Gifts,748.3078
13993,2011,9,3466.36,United Kingdom,LANTERN CREAM GAZEBO ,Garden & Outdoor,829.8138
13994,2011,6,2274.14,United Kingdom,HEART DECORATION WITH PEARLS ,Seasonal & Gifts,816.6114
13995,2009,1,143.7,United Kingdom,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,60.6579
13995,2010,8,2364.62,United Kingdom,HANGING JAM JAR T-LIGHT HOLDER,Home & Kitchen,723.1878
13995,2011,5,1393.69,United Kingdom,LUNCH BAG  BLACK SKULL.,Seasonal & Gifts,600.5452
13996,2010,2,845.76,United Kingdom,ROMANTIC IMAGES GIFT WRAP SET,Seasonal & Gifts,1034.6582
13997,2010,3,376.46,United Kingdom,HANGING JAM JAR T-LIGHT HOLDER,Home & Kitchen,307.0276
13998,2010,3,566.7,United Kingdom,3D TRADITIONAL CHRISTMAS STICKERS,Seasonal & Gifts,462.1806
13999,2009,2,707.55,United Kingdom,72 SWEETHEART FAIRY CAKE CASES,Seasonal & Gifts,149.3337
13999,2010,16,5195.0,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,794.4111
13999,2011,11,3599.71,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,705.0573
14000,2009,1,192.0,United Kingdom,HANGING MEDINA LANTERN LARGE,Garden & Outdoor,81.0461
14000,2010,3,1218.68,United Kingdom,MOROCCAN TEA GLASS,Seasonal & Gifts,993.9126
14000,2011,1,635.66,United Kingdom,BROCADE RING PURSE ,Seasonal & Gifts,1369.539
14001,2010,7,2487.01,United Kingdom,ANTIQUE LILY FAIRY LIGHTS,Home & Kitchen,869.279
14001,2011,2,1741.84,United Kingdom,JUMBO  BAG BAROQUE BLACK WHITE,Seasonal & Gifts,1876.4102
14002,2011,2,529.73,United Kingdom,PIECE OF CAMO STATIONERY SET,Seasonal & Gifts,570.6556
14004,2010,4,1675.81,United Kingdom,SET 12 RETRO WHITE CHALK STICKS,Seasonal & Gifts,1025.0488
14004,2011,7,4582.64,United Kingdom,SET OF 4 PANTRY JELLY MOULDS,Seasonal & Gifts,1410.4811
14005,2011,5,2874.72,United Kingdom,60 CAKE CASES VINTAGE CHRISTMAS,Seasonal & Gifts,1238.7255
14006,2010,4,1234.48,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,755.0988
14006,2011,3,962.19,United Kingdom,LUNCH BAG DOLLY GIRL DESIGN,Garden & Outdoor,691.0176
14009,2010,1,404.3,United Kingdom,PACK OF 12 BLUE PAISLEY TISSUES ,Seasonal & Gifts,989.1986
14009,2011,2,695.61,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,749.3511
14010,2010,2,445.15,United Kingdom,RIBBON REEL LACE DESIGN ,Seasonal & Gifts,544.573
14011,2010,2,457.82,United Kingdom,MAGIC DRAWING SLATE CIRCUS PARADE  ,Toys & Games,560.0728
14013,2010,2,611.5500000000001,United Kingdom,PACK OF 72 RETRO SPOT CAKE CASES,Garden & Outdoor,748.138
14013,2011,3,473.02,United Kingdom,BLUE POLKADOT BEAKER ,Seasonal & Gifts,339.7095
14014,2010,2,1443.03,United Kingdom,PACK OF 12 RED SPOTTY TISSUES ,Garden & Outdoor,1765.3268
14014,2011,1,505.18,United Kingdom,CHRISTMAS METAL POSTCARD WITH BELLS,Seasonal & Gifts,1088.4179
14016,2010,8,7715.94,EIRE,HANGING JAM JAR T-LIGHT HOLDER,Home & Kitchen,2359.8185
14016,2011,3,3587.47,EIRE,POLKADOT PEN,Stationery & Office,2576.4193
14019,2011,3,1421.61,United Kingdom,PACK OF 12 TRADITIONAL CRAYONS,Seasonal & Gifts,1020.96
14020,2010,2,606.21,United Kingdom,CERAMIC STRAWBERRY CAKE MONEY BANK,Seasonal & Gifts,741.6053
14020,2011,2,642.8,United Kingdom,MOTORING TISSUE BOX,Home & Kitchen,692.4611
14021,2010,4,1084.68,United Kingdom,FUNKY DIVA PEN,Stationery & Office,663.4701
14021,2011,3,631.9,United Kingdom,GREEN REGENCY TEACUP AND SAUCER,Home & Kitchen,453.8126
14022,2010,1,352.15000000000003,United Kingdom,BOX OF 24 COCKTAIL PARASOLS,Home & Kitchen,861.6035
14022,2011,1,440.0,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,947.9866
14023,2011,2,584.07,United Kingdom,MINI PAINT SET VINTAGE ,Decorations & Craft,629.1938
14024,2010,1,318.04,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,778.1467
14024,2011,2,327.7,United Kingdom,RAIN PONCHO RETROSPOT,Garden & Outdoor,353.0173
14025,2010,8,4057.9,United Kingdom,GARDENERS KNEELING PAD,Stationery & Office,1241.0552
14026,2010,2,713.11,United Kingdom,"METAL SIGN,CUPCAKE SINGLE HOOK",Home & Kitchen,872.3811
14028,2010,3,10396.5,United Kingdom,LUNCH BAG  BLACK SKULL.,Seasonal & Gifts,8479.0197
14029,2011,2,467.66,United Kingdom,KEY RING BASEBALL BOOT UNION JACK,Toys & Games,503.7903
14030,2009,2,719.45,United Kingdom,LOVEBIRD HANGING DECORATION WHITE ,Seasonal & Gifts,151.8453
14030,2010,12,5120.01,United Kingdom,ZINC FINISH 15CM PLANTER POTS,Garden & Outdoor,1043.925
14030,2011,6,1682.34,United Kingdom,CARD I LOVE LONDON ,Seasonal & Gifts,604.1045
14031,2009,5,4010.49,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,338.5776
14031,2010,23,20291.11,United Kingdom,RETRO COFFEE MUGS ASSORTED,Home & Kitchen,2158.5282
14031,2011,16,14717.91,United Kingdom,RETRO COFFEE MUGS ASSORTED,Home & Kitchen,1981.8725
14032,2009,2,617.64,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,130.3575
14032,2010,5,1572.6,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,769.5343
14032,2011,9,2356.17,United Kingdom,RABBIT NIGHT LIGHT,Home & Kitchen,564.0449
14034,2011,3,648.89,United Kingdom,CHRISTMAS HANGING STAR WITH BELL,Seasonal & Gifts,466.0145
14035,2010,4,1366.73,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,835.9927
14035,2011,5,1428.02,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,615.3381
14037,2009,1,218.33,United Kingdom,"BROCADE PURSE,SMALL ARCH BUTTON",Decorations & Craft,92.1604
14037,2010,4,583.22,United Kingdom,HEART T-LIGHT HOLDER,Seasonal & Gifts,356.7403
14037,2011,1,35.400000000000006,United Kingdom,FELTCRAFT DOLL EMILY,Decorations & Craft,76.2698
14038,2010,2,1509.5,United Kingdom,JUMBO  BAG BAROQUE BLACK WHITE,Seasonal & Gifts,1846.6426
14038,2011,3,1560.38,United Kingdom,PACK OF 12 TRADITIONAL CRAYONS,Seasonal & Gifts,1120.6208
14039,2010,1,115.08,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,281.5656
14039,2011,1,152.2,United Kingdom,REGENCY TEA PLATE GREEN ,Home & Kitchen,327.9172
