Customer ID,Year,Frequency,Monetary_Value,Province,Best_Selling_Product,Market_Group,CLV,Predicted_Purchases,Predicted_Monetary_Value,Customer_State,Cluster_Label
13648,2009,1,263.09000000000003,United Kingdom,WHITE CHRISTMAS HEART DECORATION,Seasonal & Gifts,111.0542,0.0,0.0,Active,0
13648,2010,7,1495.98,United Kingdom,10 COLOUR SPACEBOY PEN,Stationery & Office,522.8865,6.9279,220.6966,Active,2
13649,2010,5,1304.88,United Kingdom,ANGEL DECORATION 3 BUTTONS ,Seasonal & Gifts,638.5285,8.1175,273.7494,Active,2
13649,2011,1,148.8,United Kingdom,FILIGRIS HEART WITH BUTTERFLY,Seasonal & Gifts,320.5918,0.0,0.0,Inactive,1
13650,2010,4,1451.66,United Kingdom,PACK OF 60 PINK PAISLEY CAKE CASES,Stationery & Office,887.9421,3.9938,386.4483,Active,2
13650,2011,6,1836.34,United Kingdom,60 CAKE CASES VINTAGE CHRISTMAS,Seasonal & Gifts,659.4038,6.9691,317.8003,Active,2
13651,2010,1,132.65,United Kingdom,ROCKING HORSE RED CHRISTMAS ,Seasonal & Gifts,324.554,0.0,0.0,Active,0
13651,2011,1,79.2,United Kingdom,PARTY METAL SIGN ,Seasonal & Gifts,170.6376,0.0,0.0,Active,0
13652,2010,3,1475.77,United Kingdom,PACK OF 12 RED SPOTTY TISSUES ,Garden & Outdoor,1203.586,3.3203,540.5603,Active,2
13652,2011,2,786.28,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,847.026,2.4506,479.9178,Active,2
13654,2009,1,159.98000000000002,United Kingdom,12 PENCILS SMALL TUBE POSY,Stationery & Office,67.53,0.0,0.0,Active,0
13654,2010,4,3440.69,United Kingdom,12 PENCILS SMALL TUBE RED RETROSPOT,Stationery & Office,2104.5793,4.3984,914.1513,Active,2
13654,2011,6,2707.33,United Kingdom,PIECE OF CAMO STATIONERY SET,Seasonal & Gifts,972.1639,6.8244,468.1706,Active,2
13655,2010,4,1347.54,United Kingdom,FUNKY DIVA PEN,Stationery & Office,824.2547,5.1767,358.8245,Active,2
13655,2011,2,932.97,United Kingdom,ASSTD MULTICOLOUR CIRCLES MUG,Home & Kitchen,1005.049,2.3014,568.6148,Active,0
13656,2010,2,699.2,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,855.3644,2.0365,427.2644,Active,1
13656,2011,2,379.65,United Kingdom,CARTOON  PENCIL SHARPENERS,Stationery & Office,408.9808,1.7069,234.0466,Active,1
13657,2011,2,382.14,United Kingdom,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,411.6632,3.0292,235.5522,Active,2
13658,2010,4,3386.33,United Kingdom,JUMBO STORAGE BAG SKULLS,Home & Kitchen,2071.3287,4.0894,899.7292,Active,2
13658,2011,5,2639.17,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,1137.2263,7.2804,552.6768,Active,2
13659,2010,10,3321.68,United Kingdom,HANGING HEART JAR T-LIGHT HOLDER,Seasonal & Gifts,812.7136,9.8925,339.1019,Active,2
13659,2011,2,1563.0,United Kingdom,BROCADE RING PURSE ,Seasonal & Gifts,1683.7535,1.5165,949.566,Inactive,1
13662,2010,8,1352.35,United Kingdom,BIRTHDAY BANQUET GIFT WRAP,Seasonal & Gifts,413.5985,8.1507,173.8733,Active,2
13662,2011,3,881.26,United Kingdom,MINI PAINT SET VINTAGE ,Decorations & Craft,632.8959,3.629,323.6155,Active,2
13663,2010,4,1858.04,United Kingdom,CHRISTMAS METAL TAGS ASSORTED ,Seasonal & Gifts,1136.514,4.3853,494.2636,Active,2
13663,2011,1,189.47,United Kingdom,CHRISTMAS TABLE CANDLE SILVER SPIKE,Seasonal & Gifts,408.216,0.0,0.0,Active,1
13665,2010,3,1711.66,United Kingdom,TEATIME ROUND PENCIL SHARPENER ,Stationery & Office,1395.9696,5.4834,626.6398,Active,0
13666,2009,1,19.5,United Kingdom,BLACK BAROQUE CUCKOO CLOCK,Home & Kitchen,8.2312,0.0,0.0,Active,0
13666,2010,1,22.9,United Kingdom,COFFEE MUG CAT + BIRD DESIGN,Home & Kitchen,56.0293,0.0,0.0,Active,0
13666,2011,3,84.65,United Kingdom,HANGING JAM JAR T-LIGHT HOLDER,Home & Kitchen,60.7933,3.4046,32.9218,Active,2
13668,2009,1,615.3,United Kingdom,EDWARDIAN PARASOL BLACK,Seasonal & Gifts,259.7273,0.0,0.0,Active,0
13668,2010,14,6201.01,United Kingdom,FLAG OF ST GEORGE CAR FLAG,Toys & Games,1083.7127,13.0074,449.1955,Active,2
13668,2011,20,6132.17,United Kingdom,VICTORIAN GLASS HANGING T-LIGHT,Home & Kitchen,660.5926,18.5916,309.6244,Active,2
13669,2010,1,195.0,United Kingdom,BLUE HARMONICA IN BOX ,Home & Kitchen,477.1054,0.0,0.0,Active,0
13669,2011,2,218.55,United Kingdom,CARTOON  PENCIL SHARPENERS,Stationery & Office,235.4346,3.55,136.6366,Active,0
13672,2009,1,233.53000000000003,United Kingdom,HANGING RIDGE GLASS T-LIGHT HOLDER,Home & Kitchen,98.5765,0.0,0.0,Active,0
13672,2011,2,186.39,United Kingdom,HANGING RIDGE GLASS T-LIGHT HOLDER,Home & Kitchen,200.79,0.6046,117.1908,Inactive,1
13673,2011,2,387.44,United Kingdom,BAKING SET 9 PIECE RETROSPOT ,Garden & Outdoor,417.3727,8.1073,238.7569,Active,0
13675,2011,2,486.8200000000001,United Kingdom,CACTI T-LIGHT CANDLES,Home & Kitchen,524.4305,1.9143,298.8476,Active,1
13676,2010,2,243.9,United Kingdom,VICTORIAN GLASS HANGING T-LIGHT,Home & Kitchen,298.3744,1.6524,151.9646,Inactive,1
13677,2010,2,551.24,United Kingdom,LETTER SHAPE PENCIL SHARPENER,Stationery & Office,674.3579,3.276,337.7995,Active,0
13679,2009,1,126.8,United Kingdom,SMALL REGAL  SILVER CANDLEPOT ,Home & Kitchen,53.5242,0.0,0.0,Active,0
13679,2010,2,154.46,United Kingdom,WHITE JEWELLED HEART DECORATION,Seasonal & Gifts,188.9582,2.0869,97.8842,Active,1
13680,2009,3,2286.2000000000003,United Kingdom,RETRO RED SPOTTY WASHING UP GLOVES,Seasonal & Gifts,321.6798,14.5195,836.2973,Active,0
13680,2010,5,5414.35,United Kingdom,PINK 3 PIECE MINI DOTS CUTLERY SET,Stationery & Office,2649.452,4.571,1132.8159,Active,2
13680,2011,4,3719.12,United Kingdom,JUMBO BAG RED RETROSPOT,Garden & Outdoor,2003.225,3.9378,988.0206,Active,2
13681,2011,4,827.83,United Kingdom,SMALL WHITE HEART OF WICKER,Seasonal & Gifts,445.893,7.214,220.942,Active,0
13684,2010,3,529.75,United Kingdom,SQUARE MIRROR CURTAIN,Home & Kitchen,432.0454,3.5906,195.3448,Active,2
13684,2011,1,65.13,United Kingdom,LARGE CIRCULAR MIRROR MOBILE,Home & Kitchen,140.3236,0.0,0.0,Inactive,1
13685,2011,7,3119.44,United Kingdom,CHRISTMAS PUDDING TRINKET POT ,Seasonal & Gifts,960.1258,21.7782,459.5085,Active,0
13686,2010,2,337.04,United Kingdom,BEADED PEARL HEART WHITE ON STICK,Seasonal & Gifts,412.317,6.5754,208.2822,Active,0
13686,2011,1,72.0,United Kingdom,CHARLOTTE BAG APPLES DESIGN,Garden & Outdoor,155.1251,0.0,0.0,Inactive,1
13689,2010,1,349.5,United Kingdom,JUMBO BAG RED RETROSPOT,Garden & Outdoor,855.1197,0.0,0.0,Active,0
13689,2011,1,910.0,United Kingdom,JUMBO BAG 50'S CHRISTMAS ,Seasonal & Gifts,1960.6087,0.0,0.0,Active,0
13692,2010,2,1626.08,United Kingdom,SALT AND PEPPER SHAKERS TOADSTOOLS,Seasonal & Gifts,1989.2605,4.9454,987.7077,Active,0
13692,2011,3,1488.32,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,1068.8694,4.0263,545.14,Active,2
13693,2009,3,548.65,United Kingdom,BATHROOM METAL SIGN,Home & Kitchen,77.1978,15.0869,202.2417,Active,0
13693,2010,6,1463.17,United Kingdom,PLACE SETTING WHITE HEART,Seasonal & Gifts,596.6551,5.587,253.3751,Active,2
13694,2009,12,20427.91,United Kingdom,JAZZ HEARTS MEMO PAD,Seasonal & Gifts,718.5772,54.5022,1729.8827,Active,0
13694,2010,83,113070.2,United Kingdom,PINK FAIRY CAKE COASTER,Home & Kitchen,3333.1113,72.5268,1365.2185,Active,3
13694,2011,48,62142.58,United Kingdom,LETTER SHAPE PENCIL SHARPENER,Stationery & Office,2789.3151,43.6836,1299.5017,Active,3
13695,2010,1,266.6,United Kingdom,PAINTED METAL PEARS ASSORTED,Decorations & Craft,652.2887,0.0,0.0,Inactive,1
13695,2011,15,2504.13,United Kingdom,VICTORIAN GLASS HANGING T-LIGHT,Home & Kitchen,359.6791,17.1527,169.3002,Active,2
13696,2010,3,2020.4,United Kingdom,VINTAGE UNION JACK BUNTING,Home & Kitchen,1647.7672,3.1358,739.3032,Active,2
13698,2010,2,451.73,United Kingdom,DINOSAUR KEYRINGS ASSORTED,Seasonal & Gifts,552.6226,1.2063,277.6302,Inactive,1
13699,2010,1,455.57,United Kingdom,KINGS CHOICE CIGAR BOX MATCHES ,Home & Kitchen,1114.6406,0.0,0.0,Inactive,1
13699,2011,1,308.58000000000004,United Kingdom,HAND OVER THE CHOCOLATE   SIGN ,Garden & Outdoor,664.8403,0.0,0.0,Active,1
13700,2010,3,348.34,United Kingdom,WRAP CHRISTMAS VILLAGE,Seasonal & Gifts,284.0938,3.1108,129.1458,Active,2
13700,2011,10,2248.63,United Kingdom,CHARLOTTE BAG DOLLY GIRL DESIGN,Garden & Outdoor,484.4707,9.629,229.6928,Active,2
13703,2010,1,326.06,United Kingdom,ANTIQUE GLASS HEART DECORATION ,Seasonal & Gifts,797.7692,0.0,0.0,Active,0
13703,2011,1,99.5,United Kingdom,SWEETHEART CAKESTAND 3 TIER,Seasonal & Gifts,214.3742,0.0,0.0,Inactive,1
13704,2011,9,2308.06,United Kingdom,60 CAKE CASES VINTAGE CHRISTMAS,Seasonal & Gifts,552.5278,22.5319,262.5965,Active,0
13705,2010,5,1323.47,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,647.6253,5.777,277.6355,Active,2
13705,2011,2,393.72,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,424.1378,3.8601,242.5541,Active,0
13706,2010,1,300.38,United Kingdom,"DECORATION , WOBBLY CHICKEN, METAL ",Seasonal & Gifts,734.9381,0.0,0.0,Inactive,1
13706,2011,1,330.79,United Kingdom,COFFEE MUG CAT + BIRD DESIGN,Home & Kitchen,712.692,0.0,0.0,Inactive,1
13707,2010,3,2559.45,United Kingdom,MINI PAINT SET VINTAGE ,Decorations & Craft,2087.3974,4.6111,936.0098,Active,0
13707,2011,2,806.41,United Kingdom,GROW A FLYTRAP OR SUNFLOWER IN TIN,Home & Kitchen,868.7112,0.9098,492.0895,Inactive,1
13709,2010,5,1263.7,United Kingdom,CHRISTMAS TREE HEART DECORATION,Seasonal & Gifts,618.3776,4.6331,265.1409,Active,2
13709,2011,13,6307.650000000001,United Kingdom,SMALL CERAMIC TOP STORAGE JAR ,Home & Kitchen,1045.3789,12.8485,492.6185,Active,2
13710,2010,2,329.04,United Kingdom,BOYS VINTAGE TIN SEASIDE BUCKET,Home & Kitchen,402.5302,2.3479,203.445,Active,2
13710,2011,1,180.48,United Kingdom,HANGING HEART WITH BELL,Seasonal & Gifts,388.8469,0.0,0.0,Active,0
13711,2009,1,126.5,United Kingdom,BLACK CHERRY LIGHTS,Home & Kitchen,53.3975,0.0,0.0,Active,0
13711,2010,6,1413.7,United Kingdom,SMALL STRIPES CHOCOLATE GIFT BAG ,Seasonal & Gifts,576.4821,5.5499,244.8345,Active,2
13711,2011,2,252.06,United Kingdom,BLUE POLKADOT WRAP,Seasonal & Gifts,271.5335,0.7591,156.8986,Inactive,1
13712,2010,1,537.58,United Kingdom,GIRLS ALPHABET IRON ON PATCHES ,Seasonal & Gifts,1315.294,0.0,0.0,Inactive,1
13712,2011,1,228.84,United Kingdom,LIPSTICK PEN RED,Stationery & Office,493.0392,0.0,0.0,Inactive,1
13713,2010,3,740.76,United Kingdom,METAL 4 HOOK HANGER FRENCH CHATEAU,Home & Kitchen,604.1378,4.02,272.3452,Active,2
13715,2010,15,7570.33,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,1234.819,15.8854,511.2748,Active,2
13715,2011,2,582.71,United Kingdom,ENGLISH ROSE NOTEBOOK A7 SIZE,Stationery & Office,627.7287,0.8777,356.828,Inactive,1
13717,2010,2,318.29,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,389.3792,2.9011,196.9449,Active,0
13717,2011,6,1445.01,United Kingdom,MINI PAINTED GARDEN DECORATION ,Seasonal & Gifts,518.8826,6.3761,250.2399,Active,2
13718,2011,2,306.55,United Kingdom,PORCELAIN BUDAH INCENSE HOLDER,Home & Kitchen,330.2333,1.045,189.8463,Inactive,1
13719,2010,6,1740.42,United Kingdom,EMPIRE GIFT WRAP,Seasonal & Gifts,709.7127,8.045,301.2403,Active,2
13719,2011,5,1041.68,United Kingdom,CHRISTMAS METAL POSTCARD WITH BELLS,Seasonal & Gifts,448.863,6.5413,218.7286,Active,2
13720,2011,4,799.9,United Kingdom,COLOUR GLASS T-LIGHT HOLDER HANGING,Home & Kitchen,430.8491,4.6225,213.532,Active,0
13721,2010,1,217.4,United Kingdom,12 PENCILS SMALL TUBE RED RETROSPOT,Stationery & Office,531.9114,0.0,0.0,Active,0
13721,2011,1,524.14,United Kingdom,FILIGRIS HEART WITH BUTTERFLY,Seasonal & Gifts,1129.2675,0.0,0.0,Active,0
13722,2010,7,3260.0,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,1139.4606,7.3056,480.185,Active,2
13722,2011,3,2375.41,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,1705.9521,3.2359,868.8511,Active,0
13723,2010,5,994.23,United Kingdom,CHRISTMAS TOILET ROLL,Seasonal & Gifts,486.5154,5.9592,208.8094,Active,2
13723,2011,1,199.85,United Kingdom,WHITE LOVEBIRD LANTERN,Seasonal & Gifts,430.5798,0.0,0.0,Inactive,1
13725,2011,8,1980.56,United Kingdom,BLUE POLKADOT BEAKER ,Seasonal & Gifts,533.3933,8.0913,254.3904,Active,2
13726,2011,2,1079.66,United Kingdom,JUMBO STORAGE BAG SKULLS,Home & Kitchen,1163.0719,4.6076,657.3117,Active,0
13727,2009,1,130.6,United Kingdom,POLYESTER FILLER PAD 45x45cm,Stationery & Office,55.1282,0.0,0.0,Active,0
13727,2010,5,610.07,United Kingdom,SMALL SPOTTY CHOCOLATE GIFT BAG ,Seasonal & Gifts,298.531,1.6545,128.5024,Inactive,1
13727,2011,2,333.48,United Kingdom,MAGIC DRAWING SLATE CIRCUS PARADE  ,Toys & Games,359.2438,7.5544,206.1297,Active,0
13728,2009,1,135.0,United Kingdom,POTTING SHED COFFEE MUG,Home & Kitchen,56.9855,0.0,0.0,Active,0
13728,2010,9,1704.03,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,463.2491,8.2034,193.9979,Active,2
13728,2011,6,1016.14,United Kingdom,PACK OF 60 PINK PAISLEY CAKE CASES,Stationery & Office,364.8816,6.1483,176.1985,Active,2
13729,2010,3,724.73,United Kingdom,EASTER BUNNIES ON A STICK,Seasonal & Gifts,591.0644,2.9798,266.4957,Active,2
13730,2011,2,752.6,United Kingdom,MINI PAINT SET VINTAGE ,Decorations & Craft,810.744,2.1907,459.553,Active,0
13731,2011,2,610.59,United Kingdom,WRAP ENGLISH ROSE ,Seasonal & Gifts,657.7627,1.0854,373.6858,Inactive,1
13733,2009,1,149.10000000000002,United Kingdom,HEART DECORATION WITH PEARLS ,Seasonal & Gifts,62.9373,0.0,0.0,Active,0
13733,2010,1,337.93,United Kingdom,HEART DECORATION RUSTIC HANGING ,Seasonal & Gifts,826.8115,0.0,0.0,Active,0
13734,2010,4,6695.6900000000005,United Kingdom,SET/4 WHITE RETRO STORAGE CUBES ,Home & Kitchen,4095.5769,4.0414,1777.7246,Active,1
13735,2009,1,489.62,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,206.6759,0.0,0.0,Active,0
13735,2010,8,6389.61,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,1954.1778,7.58,819.4945,Active,2
13735,2011,4,2883.54,United Kingdom,BOYS VINTAGE TIN SEASIDE BUCKET,Home & Kitchen,1553.1576,5.2975,766.3356,Active,2
13736,2009,1,710.84,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,300.0562,0.0,0.0,Active,0
13736,2010,4,1311.83,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,802.4118,5.9084,349.3504,Active,0
13736,2011,2,729.8,United Kingdom,BLUE POLKADOT COFFEE MUG,Home & Kitchen,786.1825,2.5024,445.7668,Active,2
13739,2010,1,75.3,United Kingdom,BLACK RECORD COVER FRAME,Home & Kitchen,184.2361,0.0,0.0,Active,1
13739,2011,1,216.9,United Kingdom,ROTATING SILVER ANGELS T-LIGHT HLDR,Home & Kitchen,467.3143,0.0,0.0,Active,0
13740,2009,1,296.69,United Kingdom,HEART IVORY TRELLIS LARGE,Seasonal & Gifts,125.2373,0.0,0.0,Active,0
13740,2010,3,935.33,United Kingdom,KINGS CHOICE CIGAR BOX MATCHES ,Home & Kitchen,762.8223,4.0812,343.3465,Active,2
13740,2011,1,350.75,United Kingdom,BLUE POLKADOT COFFEE MUG,Home & Kitchen,755.6962,0.0,0.0,Inactive,1
13741,2011,3,668.4300000000001,United Kingdom,VINTAGE BEAD PINK EVENING BAG,Decorations & Craft,480.0475,4.1816,245.951,Active,0
13742,2011,12,3107.87,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,557.9961,11.7142,263.4724,Active,2
13743,2011,7,1341.6,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,412.9281,8.3103,197.9872,Active,2
13744,2011,2,1080.52,United Kingdom,BROCADE RING PURSE ,Seasonal & Gifts,1163.9983,2.1141,657.8317,Active,2
13745,2010,1,477.32,United Kingdom,BROCADE RING PURSE ,Seasonal & Gifts,1167.8562,0.0,0.0,Inactive,1
13745,2011,1,300.04,United Kingdom,"ELEPHANT, BIRTHDAY CARD, ",Seasonal & Gifts,646.4407,0.0,0.0,Active,1
13747,2010,2,169.79999999999998,United Kingdom,HANGING HEART MIRROR DECORATION ,Seasonal & Gifts,207.7244,5.6714,107.1596,Active,0
13748,2009,1,173.1,United Kingdom,HEART FILIGREE DOVE  SMALL,Seasonal & Gifts,73.0681,0.0,0.0,Active,0
13748,2010,4,1147.0,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,Seasonal & Gifts,701.5896,11.9722,305.6199,Active,0
13748,2011,4,744.25,United Kingdom,PAPER CHAIN KIT EMPIRE,Stationery & Office,400.8745,4.8649,198.7676,Active,2
13750,2010,6,1954.92,United Kingdom,BLACK RECORD COVER FRAME,Home & Kitchen,797.182,6.9708,338.2723,Active,2
13750,2011,5,1647.26,United Kingdom,BLACK RECORD COVER FRAME,Home & Kitchen,709.8093,4.8268,345.3224,Active,2
13752,2010,1,404.4500000000001,United Kingdom,AGED GLASS SILVER T-LIGHT HOLDER,Home & Kitchen,989.5656,0.0,0.0,Active,1
13752,2011,6,1175.38,United Kingdom,AGED GLASS SILVER T-LIGHT HOLDER,Home & Kitchen,422.0624,6.3905,203.6902,Active,0
13753,2009,1,642.2,United Kingdom,PARTY CONES CANDY TREE DECORATION,Seasonal & Gifts,271.0822,0.0,0.0,Active,0
13753,2010,2,711.11,United Kingdom,HANGING HEART ZINC T-LIGHT HOLDER,Seasonal & Gifts,869.9344,1.0619,434.4658,Inactive,1
13753,2011,1,741.26,United Kingdom,BUNNY WOODEN PAINTED WITH BIRD ,Seasonal & Gifts,1597.0558,0.0,0.0,Inactive,1
13754,2010,1,164.45000000000002,United Kingdom,60 CAKE CASES VINTAGE CHRISTMAS,Seasonal & Gifts,402.3589,0.0,0.0,Active,0
13754,2011,2,282.6,United Kingdom,60 CAKE CASES VINTAGE CHRISTMAS,Seasonal & Gifts,304.433,1.816,175.3648,Active,1
13755,2011,9,2108.06,United Kingdom,PENS ASSORTED SPACEBALL,Stationery & Office,504.6497,27.034,239.8829,Active,0
13756,2009,1,182.25,United Kingdom,SCOTTIE DOG HOT WATER BOTTLE,Home & Kitchen,76.9305,0.0,0.0,Active,0
13756,2010,11,4288.58,United Kingdom,HAND WARMER BIRD DESIGN,Garden & Outdoor,953.895,10.2961,397.1155,Active,2
13756,2011,11,4185.12,United Kingdom,SMALL GLASS HEART TRINKET POT,Seasonal & Gifts,819.7186,15.3491,387.5445,Active,2
13758,2009,2,1866.94,United Kingdom,PAPER CHAIN KIT RETRO SPOT,Stationery & Office,394.0317,9.2251,1133.3451,Active,0
13758,2010,7,4256.65,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,Seasonal & Gifts,1487.8175,6.8016,626.7928,Active,2
13758,2011,5,2471.7,United Kingdom,GIRLS ALPHABET IRON ON PATCHES ,Seasonal & Gifts,1065.063,4.8899,517.6679,Active,2
13759,2011,2,659.4100000000001,United Kingdom,REGENCY TEA STRAINER,Toys & Games,710.3544,5.6151,403.2051,Active,0
13760,2010,3,1076.85,United Kingdom,REGENCY CAKESTAND 3 TIER,Seasonal & Gifts,878.241,3.889,394.989,Active,2
13760,2011,2,286.79,United Kingdom,ROBOT BIRTHDAY CARD,Seasonal & Gifts,308.9467,2.4417,177.8983,Active,2
13761,2010,4,881.52,United Kingdom,10 COLOUR SPACEBOY PEN,Stationery & Office,539.2025,3.8658,235.1863,Active,1
13761,2011,2,1070.65,United Kingdom,FANCY FONTS BIRTHDAY WRAP,Seasonal & Gifts,1153.3658,3.1563,651.8638,Active,0
13762,2010,4,2165.76,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,1324.7382,2.4017,575.9038,Inactive,1
13762,2011,1,306.72,United Kingdom,KNICKERBOCKERGLORY MAGNET ASSORTED ,Seasonal & Gifts,660.8329,0.0,0.0,Inactive,1
13763,2010,2,3502.48,United Kingdom,MULTI COLOUR SILVER T-LIGHT HOLDER,Home & Kitchen,4284.7492,4.4147,2122.2838,Active,0
13763,2011,1,1714.96,United Kingdom,HAND WARMER RED LOVE HEART,Seasonal & Gifts,3694.9071,0.0,0.0,Active,0
13764,2010,3,1392.25,United Kingdom,ASSTD DESIGN BUBBLE GUM RING,Garden & Outdoor,1135.47,2.2445,510.0827,Inactive,1
13764,2011,3,1516.42,United Kingdom,FANCY FONTS BIRTHDAY WRAP,Seasonal & Gifts,1089.0498,2.978,555.394,Active,2
13767,2009,3,2511.4,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,353.3665,13.9931,918.4757,Active,0
13767,2010,39,16611.170000000002,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,1042.1142,34.6048,427.9744,Active,2
13767,2011,31,14781.0,United Kingdom,HAND WARMER OWL DESIGN,Garden & Outdoor,1027.2868,28.3411,479.6978,Active,2
13768,2009,2,875.97,United Kingdom,60 GOLD AND SILVER FAIRY CAKE CASES,Seasonal & Gifts,184.88,10.0884,534.1494,Active,0
13769,2009,1,214.25,United Kingdom,COLOUR GLASS. STAR T-LIGHT HOLDER,Home & Kitchen,90.4381,0.0,0.0,Active,0
13769,2010,10,2789.6600000000003,United Kingdom,COLOUR GLASS. STAR T-LIGHT HOLDER,Home & Kitchen,682.5446,10.1369,284.8567,Active,2
13769,2011,9,2474.21,United Kingdom,COLOUR GLASS. STAR T-LIGHT HOLDER,Home & Kitchen,592.3025,8.7521,281.4658,Active,2
13770,2009,1,174.33,United Kingdom,KINGS CHOICE CIGAR BOX MATCHES ,Home & Kitchen,73.5873,0.0,0.0,Active,0
13770,2010,3,611.04,United Kingdom,HAND WARMER UNION JACK,Seasonal & Gifts,498.3427,3.3125,225.0086,Active,2
13771,2010,5,3094.37,United Kingdom,RAIN PONCHO ,Seasonal & Gifts,1514.1956,3.953,647.8343,Inactive,1
13771,2011,4,2634.45,United Kingdom,ROLL WRAP VINTAGE CHRISTMAS,Seasonal & Gifts,1418.9905,4.9986,700.2504,Active,2
13772,2010,5,1977.39,United Kingdom,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,967.6138,5.2572,414.3346,Active,2
13772,2011,3,1122.63,United Kingdom,PARTY BUNTING,Seasonal & Gifts,806.2411,3.9598,411.6948,Active,2
13773,2010,2,301.54,United Kingdom,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,Seasonal & Gifts,368.8881,2.1237,186.817,Active,2
13777,2009,5,7125.04,United Kingdom,RED ORGANIC CANDLE IN GLASS,Home & Kitchen,601.5172,22.9301,1490.428,Active,0
13777,2010,33,23497.84,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,1742.183,30.0006,716.0448,Active,2
13777,2011,23,19015.38,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,1781.2576,21.6028,833.4818,Active,2
13778,2010,3,945.79,United Kingdom,PINK CREAM FELT CRAFT TRINKET BOX ,Home & Kitchen,771.353,3.6114,347.1634,Active,1
13778,2011,1,178.7,United Kingdom,GROW A FLYTRAP OR SUNFLOWER IN TIN,Home & Kitchen,385.0118,0.0,0.0,Active,0
13780,2010,1,372.06,United Kingdom,BLUE SCANDINAVIAN PAISLEY WRAP,Seasonal & Gifts,910.3171,0.0,0.0,Active,0
13780,2011,2,360.01,United Kingdom,AGED GLASS SILVER T-LIGHT HOLDER,Home & Kitchen,387.8235,3.4358,222.1712,Active,2
13781,2009,1,314.44,United Kingdom,PARTY CONE CHRISTMAS DECORATION ,Seasonal & Gifts,132.7298,0.0,0.0,Active,0
13781,2010,1,336.55,United Kingdom,6 RIBBONS RUSTIC CHARM,Seasonal & Gifts,823.435,0.0,0.0,Inactive,1
13781,2011,1,127.84,United Kingdom,BEWARE OF THE CAT METAL SIGN ,Garden & Outdoor,275.4332,0.0,0.0,Inactive,1
13782,2009,1,132.4,United Kingdom,VICTORIAN METAL POSTCARD CHRISTMAS,Seasonal & Gifts,55.888,0.0,0.0,Active,0
13782,2010,6,744.82,United Kingdom,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,Seasonal & Gifts,303.7246,5.5291,129.357,Active,2
13782,2011,6,908.86,United Kingdom,ENGLISH ROSE NOTEBOOK A7 SIZE,Stationery & Office,326.3588,5.9088,157.6774,Active,2
13783,2010,4,1542.09,United Kingdom,INLAID WOOD INCENSE HOLDER,Home & Kitchen,943.2558,3.8327,410.4399,Active,2
13784,2010,3,447.44,United Kingdom,PLACE SETTING WHITE HEART,Seasonal & Gifts,364.9164,6.019,165.3088,Active,0
13784,2011,11,2462.79,United Kingdom,PLACE SETTING WHITE HEART,Seasonal & Gifts,482.3744,10.451,228.2112,Active,2
13785,2010,4,542.49,United Kingdom,PACK OF 72 RETRO SPOT CAKE CASES,Garden & Outdoor,331.8268,7.8603,145.2394,Active,0
13786,2009,1,723.09,United Kingdom,POTTERING IN THE SHED METAL SIGN,Garden & Outdoor,305.2271,0.0,0.0,Active,0
13786,2010,5,2404.9,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,1176.8111,5.6174,503.7037,Active,2
